Development and Experimental Validation of a Dry Non-Invasive Multi-Channel Mouse Scalp EEG Sensor through Visual Evoked Potential Recordings,computer science,artificial intelligence,computer vision
Improving read performance by isolating multiple queues in NVMe SSDs,computer science,real time computing,parallel computing
PID and neural net controller performance comparsion in UAV pitch attitude control,computer science,control theory,artificial neural network
Using natural language processing (NLP) for designing socially intelligent robots,computer science,artificial intelligence,machine learning
Demonstration of a stable chronic electrocorticography-based brain-computer interface using a deep brain stimulator,computer science,artificial intelligence,computer vision
Towards Automatically-Tuned Neural Networks.,computer science,artificial intelligence,pattern recognition
An integrated CMOS optical sensing chip for multiple bio-signal detections,computer science,electronic engineering,chip
Fast and Scalable Feature Selection for Gene Expression Data Using Hilbert-Schmidt Independence Criterion,computer science,bioinformatics,artificial intelligence
Answer ranking based on named entity types for question answering,computer science,data mining,information retrieval
Frame Structure Design for Future Millimetre Wave Mobile Radio Access,computer science,computer network,synchronization
Robust Transceiver Design in Multiuser MIMO System with Energy Harvesting Constraints,computer science,mathematical optimization,control theory
Tracking using Numerous Anchor points,computer science,artificial intelligence,pattern recognition
CLOSER: applying aggregation for effective event reconstruction of cloud service logs,NA,NA,NA
Mental fatigue estimation based on luminance changes in facial images,engineering,artificial intelligence,computer vision
A game theoretic approach to multipath traffic control in Content-Centric Networking,computer science,distributed computing,computer network
Context-aware planning for intelligent environments,engineering,knowledge management,cognition
Does Neurotechnology Produce a Better Brain,computer science,neuroscience,software engineering
System for game enhancement using scene recognition in emulated consoles,engineering,multimedia,simulation
Constructing Receiver Signal Points using Constrained Massive MIMO Arrays,NA,NA,NA
Understanding factors influencing the adoption of mHealth by the elderly: An extension of the UTAUT model,medicine,knowledge management,health care
Effects of Agent Transparency on human-autonomy teaming effectiveness,computer science,artificial intelligence,machine learning
Identification and optimal control of large-scale systems using selective decentralization,computer science,mathematical optimization,control theory
Power-Bandwidth Aware Cooperative Routing in Multi-radio Multi-channel Wireless Network,computer science,distributed computing,computer network
Data reconciliation for chemical reaction systems using vessel extents and shape constraints,mathematics,mathematical optimization,control theory
"Enumerating single destination, policy-preferred paths in AS-level Internet topology maps",mathematics,distributed computing,computer network
Computation of Target-Measurement Association Probabilities Using the Matrix Permanent,mathematics,artificial intelligence,machine learning
Penalty Cost Minimization for Multi-tenant Query Deadline Employing Cache Optimization and Log Based Dispatching,computer science,distributed computing,real time computing
Traleika Glacier: A hardware-software co-designed approach to exascale computing,NA,NA,NA
Output Impedance Diffusion into Lossy Power Lines.,NA,NA,NA
Innovative Methods for the Development of a Notoriety System,computer science,distributed computing,computer engineering
Latent semantic concept regularized model for blind image deconvolution,mathematics,artificial intelligence,pattern recognition
A Web of Things-Based Emerging Sensor Network Architecture for Smart Control Systems,engineering,computer network,embedded system
Superconvergence of Local Discontinuous Galerkin Methods for Partial Differential Equations with Higher Order Derivatives,mathematics,mathematical optimization,mathematical analysis
A novel lifetime prediction for integrated LED lamps by electronic-thermal simulation,engineering,electronic engineering,thermal
The railway line frequency and size setting problem,engineering,mathematical optimization,operations management
"Corrigendum to ""On the reducibility of compartmental matrices"": [Comput. Biol. and Med 38 (2008) 881-885].",computer science,artificial intelligence,pattern recognition
Tracking Patterns with Particle Swarm Optimization and Genetic Algorithms,mathematics,artificial intelligence,pattern recognition
A Case Study in Smartphone Usage and Gratification in the Age of Narcissism,NA,NA,NA
Lowering Down the Cost for Green Cloud Data Centers by Using ESDs and Energy Trading,computer science,real time computing,scheduling
Training Sequence Design and Optimization for Structured Compressive Sensing Based Channel Estimation in Massive MIMO Systems,computer science,real time computing,mathematical optimization
Visual object tracking via enhanced structural correlation filter,mathematics,artificial intelligence,computer vision
Towards an analytic haptic model for force rendering of soft-tissue dissection,computer science,artificial intelligence,computer vision
LINEAR TIME-VARYING FEEDBACK LAW FOR VEHICLES WITH ACKERMANN STEERING,mathematics,control theory,control engineering
Low-power backscatter relay network,computer science,computer network,throughput
Automatic Mobile Application Traffic Identification by Convolutional Neural Networks,computer science,computer security,feature extraction
A matching game approach for resource allocation in wireless network virtualization,computer science,distributed computing,computer network
High-frame-rate region-based visual tracking on CPU: An implementation perspective,computer science,real time computing,parallel computing
On the equality of integrals,mathematics,mathematical analysis,discrete mathematics
A comparison of wearable and stationary sensors for stress detection,computer science,artificial intelligence,pattern recognition
Data-driven ecosystems in smart cities: A living example from Seestadt Aspern,computer science,computer security,systems engineering
Dehazing for images with large sky region,mathematics,artificial intelligence,pattern recognition
Multi-lingual deep neural networks for language recognition,computer science,artificial intelligence,machine learning
Game-Theoretical Energy Management for Energy Internet With Big Data-Based Renewable Power Forecasting,computer science,distributed computing,simulation
A variable-structure online sequential extreme learning machine for time-varying system prediction,mathematics,artificial intelligence,pattern recognition
"20 mV input, 4.2 V output SIDO boost converter with low-power controller and adaptive switch size selector for thermoelectric energy harvesting",NA,NA,NA
Optimal design and scheduling of cellular manufacturing systems: An experimental study,computer science,artificial intelligence,mathematical optimization
A virtual reality UAV simulation with body area networks to promote the elders life quality,engineering,simulation,developing country
A hybrid computational intelligence framework in modelling of coal-oil agglomeration phenomenon,mathematics,mathematical optimization,statistical model
Detailed octorotor modeling and PD control,computer science,control theory,derivation
Ranking criteria based on fuzzy ANP for assessing E-commerce web sites,computer science,artificial intelligence,data mining
UVisP: User-centric Visualization of Data Provenance with Gestalt Principles,computer science,data mining,computer security
Towards end-to-end privacy control in the outsourcing of marketing activities: A web service integration solution,computer science,marketing,computer security
Recommending a sequence of interesting places for tourist trips,computer science,marketing,tourism
Multi-phenology WorldView-2 imagery improves remote sensing of savannah tree species,geography,remote sensing,science policy
Fuzzy adaptive control for SISO nonlinear uncertain systems based on backstepping and small-gain approach,mathematics,control theory,nonlinear system
Possible Model Semantics for Disjunctive Databases.,mathematics,algorithm,database
Positive μ modification as an anti-windup mechanism,NA,NA,NA
Robustifying Correspondence Based 6D Object Pose Estimation,mathematics,artificial intelligence,pattern recognition
An Original Application of Image Recognition Based Location in Complex Indoor Environments,geography,artificial intelligence,computer vision
Q-learning based air combat target assignment algorithm,engineering,data mining,data science
Capturing complex behaviour for predicting distant future trajectories,computer science,artificial intelligence,data mining
Fog Computing for Smart Living,computer science,software engineering,NA
Generating Models of Infinite-State Communication Protocols using Regular Inference with Abstraction,computer science,distributed computing,theoretical computer science
Formal Modeling and Verification of Security Protocols on Cloud Computing Systems Based on UML 2.3,NA,NA,NA
Interactive cage generation for mesh deformation,computer science,artificial intelligence,computer vision
"An in Silico, Biomarker-Based Method for the Evaluation of Virtual Neuropsychiatric Drug Effects.",NA,NA,NA
Data Selection Strategies for Multi-Domain Sentiment Analysis,computer science,artificial intelligence,data mining
Camera-based document image spotting system for complex linguistic maps,computer science,artificial intelligence,computer vision
Parallel Affinity Propagation Clustering in Identifying Sub-Network Biomarker Genes of Lung Cancer,NA,NA,NA
Trust Enhancement over Range Search for Encrypted Data,computer science,computer security,cryptography
Comparative Study of CNN and RNN for Natural Language Processing,computer science,artificial intelligence,machine learning
Detecting Localized Categorical Attributes on Graphs,computer science,artificial intelligence,pattern recognition
Modélisation de trajectoires sémantiques intégrant perspectives multiples et facteurs explicatifs - Application aux trajectoires de vie,NA,NA,NA
Performance analysis of random access mechanisms for machine type communications in LTE networks,computer science,computer network,mobile telephony
Detection and Localization of Robotic Tools in Robot-Assisted Surgery Videos Using Deep Neural Networks for Region Proposal and Detection,computer science,surgery,artificial intelligence
Tracking hierarchical structure of web video groups based on salient keyword matching including semantic broadness estimation,computer science,artificial intelligence,pattern recognition
Dialog state tracking with attention-based sequence-to-sequence learning,computer science,artificial intelligence,pattern recognition
Cognitive representation of phonological categories: The evidence from Mandarin speakers' learning of cantonese tones,computer science,artificial intelligence,pattern recognition
A language acquisition method based on statistical machine translation for application to robots,computer science,artificial intelligence,machine learning
Trusted Boolean Search on Cloud Using Searchable Symmetric Encryption,computer science,computer security,theoretical computer science
Stereo vision with Equal Baseline Multiple Camera Set (EBMCS) for obtaining depth maps of plants,mathematics,artificial intelligence,computer vision
Learning pulse: a machine learning approach for predicting performance in self-regulated learning using multimodal data,computer science,artificial intelligence,machine learning
"A 2.24-mW, 61.8-dB SNDR, 20-MS/s Pipelined ADC With Charge-Pump-Based Dynamic Biasing for Power Reduction in Op Amp Sharing",NA,NA,NA
Smartphone enabled person authentication based on ear biometrics and arm gesture,computer science,speech recognition,feature extraction
Heuristic methods for the periodic Shipper Lane Selection Problem in transportation auctions,engineering,mathematical optimization,operations management
Secure Shortest Path Search over Encrypted Graph Supporting Synonym Query in Cloud Computing,computer science,distributed computing,cloud computing
Social network analysis: Evolving Twitter mining,computer science,artificial intelligence,data mining
ConTaaS: An Approach to Internet-Scale Contextualisation for Developing Efficient Internet of Things Applications,computer science,world wide web,internet privacy
Distributed Bitcoin Account Management,computer science,computer security,cryptography
Experimental evaluation of a novel ISO 14971 risk management software for medical devices,engineering,systems engineering,reliability engineering
When does a newcomer contribute to a better performance? A multi-agent study on self-organising processes of task allocation,psychology,social psychology,knowledge management
NET: a new framework for the vectorization and examination of network data,computer science,bioinformatics,data mining
Real-time fiber-level cloth rendering,computer science,artificial intelligence,computer vision
Deep object recognition across domains based on adaptive extreme learning machine,computer science,artificial intelligence,pattern recognition
Reweighted Algorithms for Independent Vector Analysis,mathematics,artificial intelligence,pattern recognition
Food texture sensing by using an imitation tongue with variable elasticity,engineering,artificial intelligence,computer vision
A model for fine-grained vehicle classification based on deep learning,mathematics,artificial intelligence,pattern recognition
The evolution of ethnic cultural industry towards a cyberspace: A perspective of generalized ecosystem,computer science,artificial intelligence,machine learning
Authentication protocol conforming to EPC class-1 Gen-2 standard,engineering,computer network,computer security
Auction Based Dynamic Distributed Association in Millimeter Wave Networks,NA,NA,NA
Improving fault localization for Simulink models using search-based testing and prediction models,engineering,real time computing,reliability engineering
GaitKeeper: A System for Measuring Canine Gait,engineering,physical therapy,simulation
Multi-modal dimensionality reduction using effective distance,mathematics,artificial intelligence,pattern recognition
Fast Cut-and-Choose Bilateral Oblivious Transfer for Malicious Adversaries,computer science,distributed computing,computer security
Cooperative dancing with an industrial manipulator: Computational cybernetics complexities,engineering,operations research,simulation
Predicting Drug-Induced Cholestasis with the Help of Hepatic Transporters—An in Silico Modeling Approach,NA,NA,NA
Memory-rate trade-off for caching and delivery of correlated sources,computer science,distributed computing,computer network
Immuno-inspired behaviour adaptation in Multi-Robot Systems,computer science,artificial intelligence,machine learning
Edge enabled development of Smart Cyber-Physical Environments,computer science,artificial intelligence,machine learning
Design and implementation of a patient-specific cognitive engine for robotic needle insertion,computer science,simulation,cognition
A method of collecting know-how knowledge based on question-answer examples and search engine suggests,computer science,data mining,information retrieval
A brief Review of the ChaLearn AutoML Challenge: Any-time Any-dataset Learning without Human Intervention,computer science,artificial intelligence,data mining
Anonymity-Based Privacy Preserving Network Data Publication,computer science,computer network,computer security
An Optimized Layered Routing Algorithm for GEO/LEO Hybrid Satellite Networks,computer science,algorithm,computer network
Power System State Estimation and Bad Data Detection by Means of Conic Relaxation,computer science,mathematical optimization,electric power system
Risk Analysis of Exposed Methods to JavaScript in Hybrid Apps,computer science,world wide web,computer security
Greetings from NAFIPS 2016 organizing committee chairs,computer science,artificial intelligence,machine learning
Understanding Forest Health with Remote Sensing-Part II—A Review of Approaches and Data Models,NA,NA,NA
Joint Spatial-Temporal Access Scheme for Multihop Cognitive Relay Networks Over Nakagami-m Fading,computer science,computer network,cognition
The influence of empathy and self-presentation on engagement with social networking website posts,psychology,social psychology,cognition
Technology Evaluation and Imitation: Do They Have Differential or Dichotomous Effects on ERP Adoption and Assimilation in China?,computer science,knowledge management,china
Automated optimization of decoder hyper-parameters for online LVCSR,computer science,artificial intelligence,pattern recognition
Classification of desired motion speed-based on cerebral hemoglobin information,engineering,artificial intelligence,computer vision
Advances in modeling and characterization of human neuromagnetic oscillations,NA,NA,NA
2D-to-3D conversion based hybrid frame discard method for 3D IPTV systems,computer science,real time computing,operating system
Online Condition Monitoring of a Rail Fastening System on High-Speed Railways Based on Wavelet Packet Analysis,engineering,structural engineering,automotive engineering
A comprehensible guide to a new unifier for CIC including universe polymorphism and overloading,computer science,theoretical computer science,polymorphism
Follow-up methods for autonomic repairing process,computer science,artificial intelligence,machine learning
Modelling Diverse Soil Attributes with Visible to Longwave Infrared Spectroscopy Using PLSR Employed by an Automatic Modelling Engine,geology,remote sensing,infrared
Two-stage approach to named entity recognition using Wikipedia and DBpedia,computer science,artificial intelligence,data mining
Towards a context based Evaluation Support System for Quality in Use assessment of mobile systems,computer science,artificial intelligence,machine learning
An approach to machine classification based on stacked generalization and instance selection,computer science,artificial intelligence,pattern recognition
Feature-based volumetric terrain generation,computer science,artificial intelligence,computer vision
Application of Large-Scale Synthetic Power System Models for Energy Economic Studies,computer science,management science,electric power system
Projected image stabilization with pre-measurement data for movable projector,engineering,artificial intelligence,computer vision
ForceDROID: Extracting Hidden Information in Android Apps by Forced Execution Technique,computer science,real time computing,computer security
Transformer-based varactor-less 96GHz–110GHz VCO and 89GHz–101GHz QVCO in 65nm CMOS,NA,NA,NA
Evolving soft robots to execute multiple tasks with Combined-CPPN-NEAT,computer science,artificial intelligence,machine learning
Holophonic Sound in IRCAM's Concert Hall: Technological and Aesthetic Practices,NA,NA,NA
Design of a trivia game for traveling and domestic enjoyment in Japan,computer science,multimedia,the internet
The Fluctuating Two-Ray Fading Model for mmWave Communications,computer science,real time computing,telecommunications
Secure total domination in graphs: Bounds and complexity,NA,NA,NA
Fault tolerant distributed control system with robust fractional order controllers,computer science,real time computing,control theory
Study on the impact of the NS in the performance of meta-heuristics in the TSP,engineering,data mining,search engine
Genetic-fuzzy mining with MapReduce,computer science,artificial intelligence,machine learning
Digital holographic image reconstruction and GPU acceleration,NA,NA,NA
Accelerating Big Data Applications on Tiered Storage System with Various Eviction Policies,computer science,real time computing,computer security
Particle swarm clustering fitness evaluation with computational centroids,mathematics,artificial intelligence,machine learning
Group role assignment based on multiple criteria in collaboration systems,computer science,artificial intelligence,machine learning
Salt hero: an interactive application for learning salt in chemistry,NA,NA,NA
Object lifetime trend of modern Android applications for GC performance improvement,computer science,real time computing,java
Pharmacist-led admission medication reconciliation before and after the implementation of an electronic medication management system,medicine,emergency medicine,retrospective cohort study
Online Adjusting Task Models for Ubiquitous Robotic Systems.,computer science,artificial intelligence,machine learning
Design of Low-Gate-Count Low-Power Microprocessors with High Code Density for Deeply Embedded Applications,computer science,parallel computing,electronic engineering
Modelling RNA-seq read counts by grey relational analysis,computer science,data mining,data science
Analysis of a Markovian feedback queue with multi-class customers,computer science,real time computing,mathematical optimization
A Holistic Approach for Handwritten Hindi Word Recognition,computer science,artificial intelligence,pattern recognition
Maritime situational awareness using adaptive multi-sensor management under hazy conditions,NA,NA,NA
Information Security of Highly Critical Wireless Networks,business,computer network,computer security
Noncoherent Short Packet Detection and Decoding for Scatter Radio Sensor Networking,computer science,electronic engineering,decoding methods
Human-motion based transmission power control in wireless body area networks,computer science,computer network,wireless sensor network
A dataset for the automatic assessment of functional senior fitness tests using kinect and physiological sensors,engineering,simulation,functional training
Data-driven interpretable fuzzy controller design through mult-objective genetic algorithm,engineering,data mining,genetic algorithm
A 83% peak efficiency 1.65 V to 11.4V dynamic voltage scaling supply for electrical stimulation applications in standard 0.18μm CMOS process,NA,NA,NA
Analysis of operation strategy in a multi-operator control system for four-arm disaster response robot OCTOPUS,engineering,artificial intelligence,computer vision
Corrections to “Fine-Resolution Radar Altimeter Measurements on Land and Sea Ice”,mathematics,remote sensing,synthetic aperture radar
Forecasting of Multivariate Time Series via Complex Fuzzy Logic,computer science,artificial intelligence,machine learning
Securing Power System State Estimation,computer science,computer security,risk assessment
Inferring Conceptual Relationships When Ranking Patients,computer science,data mining,information retrieval
Position Heaps for Parameterized Strings,mathematics,discrete mathematics,combinatorics
Automated extraction of a game model using natural language processing: National strategies of the Asian Infrastructure Investment Bank,computer science,artificial intelligence,data mining
A nonparametric Bayesian approach for automatic discovery of a lexicon and acoustic units,computer science,artificial intelligence,pattern recognition
An Assessment for IT Project Maturity Levels,engineering,management science,project planning
Modelling and identification of an irrigation station using hybrid possibilistic c-means and fuzzy particle swarm optimisation,engineering,artificial intelligence,machine learning
Asymptotic assessments of CRC error probabilities in some telecommunication protocols,computer science,statistics,telecommunications
Cache Control Method Mitigating Packet Concentration of Router Caused by Interest Flooding Attack,computer science,computer network,computer security
Attentional Network for Visual Object Detection,computer science,artificial intelligence,pattern recognition
Estimating flow rate from sampled packet streams for detection of performance degradation at TCP flow level,computer science,real time computing,computer network
A Distributed Game-Theoretic Approach for IaaS Service Trading in an Auction-Based Cloud Market,computer science,computer network,microeconomics
SHTM: A neocortex-inspired algorithm for one-shot text generation,computer science,artificial intelligence,machine learning
A client side buffer management algorithm to improve QoE,computer science,algorithm,computer network
Adiabatic Filon-type methods for highly oscillatory second-order ordinary differential equations,mathematics,mathematical optimization,mathematical analysis
Calibration of Laser Beam Direction for Inner Diameter Measuring Device,engineering,analytical chemistry,optics
Decentralized coordination of dynamic software updates in the Internet of Things,computer science,distributed computing,computer network
Variable selection methods for multi-class classification using signomial function,mathematics,artificial intelligence,pattern recognition
A 65-nm 0.35-V 7.1-μW memory-less adaptive PCG processor for wearable long-term cardiac monitoring,NA,NA,NA
Advanced Interval Type-2 Fuzzy Sliding Mode Control for Robot Manipulator,computer science,control theory,nonlinear system
Range–angle-decoupled beampattern synthesis with subarray-based frequency diverse array ☆,NA,NA,NA
Putative Drug and Vaccine Target Identification in Leishmania donovani Membrane Proteins Using Naïve Bayes Probabilistic Classifier,NA,NA,NA
Unsupervised k-means clustering based out-of-set candidate selection for robust open-set language recognition,computer science,artificial intelligence,pattern recognition
Optimal design and analysis of wireless power transfer system with converter circuit,computer science,real time computing,telecommunications
A novel particle swarm optimization algorithm for non-separable and ill-conditioned problems,mathematics,algorithm,artificial intelligence
Three-dimensional comparison of intramuscular fat content between young and old adults,medicine,anatomy,radiology
Origami operations by multifingered robot hand with realtime 3D shape estimation of paper,engineering,artificial intelligence,computer vision
Automatic Attribute Profiles,mathematics,artificial intelligence,pattern recognition
A factor analysis model of sequences for language recognition,computer science,artificial intelligence,pattern recognition
Enhancing Physical Layer Security of Multiuser SIMO Mixed RF/FSO Relay Networks with Multi-Eavesdroppers,computer science,computer network,scheduling
The Stixel world: A medium-level representation of traffic scenes,computer science,artificial intelligence,computer vision
Exploiting Antenna Motion for Faster Initialization of Centimeter-Accurate GNSS Positioning with Low-Cost Antennas,mathematics,electronic engineering,antenna
Network service orchestration standardization:a technology survey,NA,NA,NA
Explanation-Based Generalization: A Unifying View,mathematics,artificial intelligence,machine learning
3D map-building from RGB-D data considering noise characteristics of Kinect,computer science,artificial intelligence,computer vision
Competitive division of a mixed manna,economics,welfare economics,monotonic function
Investigation of Orthogonality of Multi-User Channels Using 73 GHz Statistical Channel Models,computer science,computer network,telecommunications
Inverted Voronoi-Based kNN Query Processing with MapReduce,computer science,data mining,scalability
Quadrature Down-Conversion Based Analog Self-Interference Cancellation for Continuous Wave Radars,computer science,real time computing,telecommunications
"Image classification for detection of winter grapevine buds in natural conditions using scale-invariant features transform, bag of features and support vector machines",engineering,artificial intelligence,computer vision
Development of axial extension actuator for narrow pipe inspection endoscopic robot,engineering,control theory,control engineering
Multiscale Superpixel-Based Sparse Representation for Hyperspectral Image Classification †,NA,NA,NA
We’re In This Together: The Role of Team Characteristics in Enterprise Process Execution and Performance,NA,NA,NA
Variability of output in two-node tandem production line,computer science,real time computing,control theory
EC-IoT: An easy configuration framework for constrained IoT devices,engineering,world wide web,search engine
Parallelizing Degraded Read for Erasure Coded Cloud Storage Systems Using Collective Communications,computer science,parallel computing,decoding methods
Multiuse Playspaces: Mediating Expressive Community Places,computer science,human computer interaction,multimedia
Speaker Change Detection Using Features through A Neural Network Speaker Classifier,computer science,speech recognition,artificial neural network
Introduction to the special section on software-defined control for next-generation wireless systems,computer science,computer network,computer engineering
Third Eye: A Shopping Assistant for the Visually Impaired,computer science,multimedia,visualization
A Knowledge-Grounded Neural Conversation Model,computer science,artificial intelligence,machine learning
Adaptive Multiscale Homogenization of the Lattice Discrete Particle Model for the Analysis of Damage and Fracture in Concrete,materials science,composite material,finite element method
Analysis of Popularity Pattern of User Generated Contents and Its Application to Content-Aware Networking,computer science,world wide web,internet privacy
Quaternion decomposition based discriminant analysis for color face recognition,mathematics,artificial intelligence,pattern recognition
An implementation of Multipath TCP in ns3,computer science,real time computing,computer network
Improving user interactions with constrained devices in the web of things,computer science,distributed computing,computer network
The denominator rule for share-weighting aggregation,mathematics,mathematical optimization,econometrics
Neural Network Based Speaker Classification and Verification Systems with Enhanced Features,computer science,speech recognition,artificial neural network
Assessing haptic video interaction with neurocognitive tools,computer science,artificial intelligence,computer vision
Exploiting Domain Knowledge via Grouped Weight Sharing with Application to Text Categorization,computer science,artificial intelligence,machine learning
Scientific linkage and technological innovation capabilities: international comparisons of patenting in the solar energy industry,computer science,economic growth,china
“This is the size of one meter”: Children’s bodily-material collaboration,NA,NA,NA
An approach to measuring and annotating the confidence of Wiktionary translations,computer science,artificial intelligence,natural language processing
Measures of Threaded Discussion Properties,computer science,data mining,theoretical computer science
The temporalized Massey's method,NA,NA,NA
Driving behaviour analysis using topological features,computer science,artificial intelligence,machine learning
Feature abstraction for driver behaviour detection with stacked sparse auto-encoders,computer science,artificial intelligence,machine learning
Preface — Special issue to celebrate the 30th anniversary of Journal of Systems Science and Complexity,mathematics,mathematical optimization,applied mathematics
A dictionary-based sentiment classification method considering subject-predicate relation,computer science,information retrieval,social network
BFR: a Bloom Filter-based Routing Approach for Information-Centric Networks,computer science,distributed computing,computer network
Refined game-theoretic approach to improve authenticity of outsourced databases,computer science,database,data mining
Can mobile device users be identified by how they play a game,computer science,computer security,internet privacy
Reliability and Makespan Optimization of Hardware Task Graphs in Partially Reconfigurable Platforms,computer science,real time computing,computer hardware
Can responses to basic non-numerical visual features explain neural numerosity responses?,psychology,cognitive psychology,developmental psychology
TensorBeat: Tensor Decomposition for Monitoring Multi-Person Breathing Beats with Commodity WiFi,NA,NA,NA
Closed Loop Supply Chains for Sustainable Mass Customization,business,operations management,process management
Population coding for neuromorphic hardware,mathematics,artificial intelligence,machine learning
Self-disclosure and liking in computer-mediated communication,psychology,social psychology,attribution
Reaction Networks as a Language for Systemic Modeling: Fundamentals and Examples,computer science,artificial intelligence,natural language processing
"Smart connected canines: IoT design considerations for the lab, home, and mission-critical environments",computer science,computer security,wireless sensor network
Development of a Portable Compliant Dual Arm Robot.,computer science,embedded system,robot
Analytical formula for the pseudoinverse and its application for singular path tracking with a class of redundant robotic limbs,mathematics,mathematical optimization,control theory
Programming sensor networks with nomadic NFC transponders,computer science,embedded system,wireless sensor network
A Time-Interleaved Statistically-Driven Two-Step Flash ADC for High-Speed Wireline Applications,computer science,electronic engineering,probability distribution
Error bound of Nyström-approximated NCut eigenvectors and its application to training size selection,mathematics,statistics,mathematical optimization
"Coevolution of discrete, mixed, and continuous strategy systems boosts in the spatial prisoner's dilemma and chicken games",NA,NA,NA
"Game Play Differences by Expertise Level in Dota 2, A Complex Multiplayer Video Game",computer science,social psychology,multimedia
Availability models for synchronization server infrastructure,computer science,real time computing,synchronization
Passivitätsbasierte Kraft- und Impedanzregelung für Roboter mit starren Gelenken mittels Energietanks,NA,NA,NA
Classifying HEp-2 cells in immunofluorescence images using multiple kernel learning,computer science,artificial intelligence,pattern recognition
Cross-cultural dialogical probes,sociology,social science,anthropology
Receiver-Centric Inter-Cell Interference Cancellation in D2D-Assisted Networks,computer science,computer network,base station
Faster-Than-Nyquist Signaling: An Overview,computer science,computer network,bandwidth
A novel video steganography algorithm in DCT domain based on hamming and BCH codes,computer science,algorithm,theoretical computer science
An Equivalence between Secure Network and Index Coding,computer science,distributed computing,coding
A semantic interoperability architecture for Internet of Things data sharing and computing,NA,NA,NA
A Deep Learning Approach to Android Malware Feature Learning and Detection,computer science,artificial intelligence,computer security
An OTA-C signal processing FPAA with 305 MHz GBW and integrated frequency-independent filter tuning,engineering,electrical engineering,electronic engineering
Automated music video generation using emotion synchronization,computer science,artificial intelligence,computer vision
Stable indirect adaptive interval type-2 fuzzy sliding-based control and synchronization of two different chaotic systems,mathematics,control theory,nonlinear system
Content Oriented Surveillance System Based on Information-Centric Network,computer science,real time computing,computer network
Market-based path service composition for software defined networks,computer science,distributed computing,computer network
VEXOR: an integrative environment for prioritization of functional variants in fine-mapping analysis,computer science,bioinformatics,government
Extension complexities of Cartesian products involving a pyramid,mathematics,discrete mathematics,combinatorics
A 5G Trial of Polar Code,computer science,real time computing,decoding methods
Beyond Business-IT Alignment - Digital Business Strategies as a Paradigmatic Shift: A Review and Research Agenda,computer science,knowledge management,management science
Modified Kernel RX Algorithm Based on Background Purification and Inverse-of-Matrix-Free Calculation,mathematics,algorithm,mathematical optimization
A method for the computational modeling of the physics of heart murmurs,physics,mathematical optimization,hemodynamics
On a mnemonic construction of permutations,mathematics,combinatorics,permutation
Pathloss Models for Indoor Hotspot Deployment at 83.5 GHz,NA,NA,NA
Non-binary cyclic majority-logic decodable codes: An algebraic construction by using Genetic Algorithms,mathematics,discrete mathematics,theoretical computer science
POSITION AND ORIENTATION MEASUREMENT FOR AUTONOMOUS AERIAL REFUELING BASED ON MONOCULAR VISION,mathematics,artificial intelligence,computer vision
A Strategy for Ranking Optimization Methods using Multiple Criteria,computer science,artificial intelligence,pattern recognition
LAMEN: Towards orchestrating the growing intelligence on the edge,computer science,distributed computing,computer network
Empirically Based Simulation The Case of Twin Peaks in National Income,economics,econometrics,income distribution
A mixed integer linear programming approach to schedule the operating room,computer science,mathematical optimization,integer programming
Evaluating exploratory search systems: Introduction to special topic issue of information processing and management.,computer science,data mining,information retrieval
Far-Field RF Wireless Power Transfer with Blind Adaptive Beamforming for Internet of Things Devices,computer science,computer network,channel
Discovering users navigation of online newspaper using Markov model,computer science,world wide web,the internet
Lets play Tic-Tac-Toe: A Brain-Computer Interface case study in cerebral palsy,computer science,artificial intelligence,machine learning
The Multiple Model Vo–Vo Filter,NA,NA,NA
Development of a robotic gravity compensation system for the prototype test of spacecraft,engineering,control engineering,mobile robot
Infants' use of multisensory information for postural control,computer science,artificial intelligence,computer vision
An efficient and secure information retrieval framework for content centric networks,computer science,distributed computing,computer network
Mechanism Design with Weaker Incentive Compatibility Constraints,economics,microeconomics,welfare economics
New model for a variant of pick up and delivery problem,engineering,operations research,data science
Comparative Validation of Polyp Detection Methods in Video Colonoscopy: Results From the MICCAI 2015 Endoscopic Vision Challenge,medicine,artificial intelligence,computer vision
Development of task-oriented high power field robot platform with humanoid upper body and mobile wheeled base,engineering,artificial intelligence,embedded system
Position control of robotic catheters inside the vasculature based on a predictive minimum energy model,computer science,artificial intelligence,machine learning
Hemobarogram subwave component pulse signal identification,NA,NA,NA
A new survival status prediction system for severe trauma patients based on a multiple classifier system,computer science,statistics,logistic regression
"SABIO-RK, von Daten in der Publikation zur Suchlösung für Spezialisten",NA,NA,NA
A Riemannian Gradient Sampling Algorithm for Nonsmooth Optimization on Manifolds,mathematics,algorithm,mathematical optimization
Exploring asymmetric collaboration in social news curation,computer science,knowledge management,multimedia
Phase difference between model cortical areas determines level of information transfer,mathematics,artificial intelligence,neuroscience
Improving gene expression programming using diversity preservation tournament and its application in grid cell modeling,computer science,artificial intelligence,machine learning
Unsupervised adaptive transfer learning for Steady-State Visual Evoked Potential brain-computer interfaces,computer science,artificial intelligence,machine learning
A shared control in risk predictive braking manoeuvre for preventing collision with pedestrian,NA,NA,NA
A brief survey of current work on network attached peripherals: (Extended abstract),computer science,distributed computing,pointer
Learning similarity preserving representations with neural similarity encoders,mathematics,artificial intelligence,pattern recognition
Experiments with cognitive radar,computer science,artificial intelligence,computer vision
